"key","date","campaign_name","ad_set_name","network","signups","p0_signup","p0_signup_per","p1_signup","p1_signup_per","total_trial","third_tcard_unlock","third_tcard_unlock_per","trial_per","d0","d0_revenue","d0_aov","d0_d6","d0_d6_revenue","d0_d6_aov","d0_d15","d0_d30","d0_d60","d0_d90","d0_per","d0_d6_per","d0_d15_per","d0_d30_per","d0_d60_per","d0_d90_per","new_user_count_by_trial","new_user_revenue_by_trial","new_user_count_by_trial_per","overall_users","overall_revenue","new_converted_user","new_converted_user_per","new_user_rev","new_user_aov","repeat_converted_user","repeat_converted_user_per","repeat_revenue","m0","m0_revenue","m0_aov","d0_trial","d0_d6_overall","d0_d6_revenue_overall","m0_p0andp1","m0_p0andp1_revenue","m0_p0andp1_aov","m0_other","m0_other_revenue","m0_other_aov","d6_mandate_con","d6_mandate_revenue","Week number"
"46097GA_UAC_Android_KYC-Catalyst-Quality-SU_Pan-India_101225ga_aud-signal_android_generic_catalyst-quality-su_101225","16/03/2026","GA_UAC_Android_KYC-Catalyst-Quality-SU_Pan-India_101225","ga_aud-signal_android_generic_catalyst-quality-su_101225","Google","2069","91","4.4","322","15.56","75","24","32","3.624939584","3","5096","1698.666667","18","45681","2537.833333","20","20","20","20","0.14","0.87","0.97","0.97","0.97","0.97","18","7895","24","27","69372","20","0.97","51279","2563.95","7","0.34","18093","27","69372","2569.333333","55","20","45681","8","14494","1811.75","8","14494","1811.75","14","37686","Week 3"
"46097GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_options_catalyst-quality-su_040825","16/03/2026","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_options_catalyst-quality-su_040825","Google","2482","71","2.86","336","13.54","108","23","21.3","4.351329573","0","0","","18","50382","2799","28","28","28","28","0","0.73","1.13","1.13","1.13","1.13","28","2799","25.93","34","95166","28","1.13","78372","2799","6","0.24","16794","34","95166","2799","75","28","50382","11","27990","2544.545455","11","27990","2544.545455","18","50382","Week 3"
"46097GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_generic_catalyst-quality-su_040825","16/03/2026","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_generic_catalyst-quality-su_040825","Google","2063","76","3.68","270","13.09","78","16","20.51","3.7809016","3","4048","1349.333333","16","39635","2477.1875","21","22","22","22","0.15","0.78","1.02","1.07","1.07","1.07","20","4847","25.64","26","66426","22","1.07","56429","2564.95","4","0.19","9997","25","63627","2545.08","57","22","41235","7","15994","2284.857143","7","15994","2284.857143","12","32088","Week 3"
"46096UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-2-010823","15/03/2026","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-2-010823","Google","3032","52","1.72","203","6.7","137","38","27.74","4.518469657","1","2799","2799","25","68475","2739","35","36","36","36","0.03","0.82","1.15","1.19","1.19","1.19","35","4098","25.55","38","101062","36","1.19","96264","2674","2","0.07","4798","38","101062","2659.526316","94","36","70474","4","9696","2424","4","9696","2424","24","65676","Week 3"
"46096GA_UAC-TCPA_Android_Start-Trial_Best-Region_230226ga_aud-signal_android_options_start-trial_230226","15/03/2026","GA_UAC-TCPA_Android_Start-Trial_Best-Region_230226","ga_aud-signal_android_options_start-trial_230226","Google","896","1","0.11","13","1.45","125","36","28.8","13.95089286","0","0","","13","33387","2568.230769","19","19","19","19","0","1.45","2.12","2.12","2.12","2.12","19","4098","15.2","19","50181","19","2.12","50181","2641.11","0","0","","19","50181","2641.105263","98","19","33387","1","2799","2799","1","2799","2799","13","33387","Week 3"
"46096GA_UAC-TCPA_Android_Start-Trial_Best-Region_230226ga_aud-signal_android_generic_start-trial_230226","15/03/2026","GA_UAC-TCPA_Android_Start-Trial_Best-Region_230226","ga_aud-signal_android_generic_start-trial_230226","Google","1541","0","0","13","0.84","189","66","34.92","12.26476314","0","0","","15","36086","2405.733333","27","27","27","27","0","0.97","1.75","1.75","1.75","1.75","27","6997","14.29","27","65374","27","1.75","65374","2421.26","0","0","","27","65374","2421.259259","157","27","36086","0","","","0","","","15","36086","Week 3"
"46096GA_UAC_Android_KYC-Catalyst-Quality-SU_Pan-India_101225ga_aud-signal_android_generic_catalyst-quality-su_101225","15/03/2026","GA_UAC_Android_KYC-Catalyst-Quality-SU_Pan-India_101225","ga_aud-signal_android_generic_catalyst-quality-su_101225","Google","1779","93","5.23","334","18.77","76","23","30.26","4.272062957","2","40949","20474.5","18","78833","4379.611111","25","25","25","25","0.11","1.01","1.41","1.41","1.41","1.41","23","6396","30.26","27","100425","25","1.41","97526","3901.04","2","0.11","2899","27","100425","3719.444444","45","25","78933","8","23843","2980.375","8","23843","2980.375","16","37884","Week 3"
"46096GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_options_catalyst-quality-su_040825","15/03/2026","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_options_catalyst-quality-su_040825","Google","2159","57","2.64","258","11.95","94","28","29.79","4.353867531","2","9498","4749","31","89020","2871.612903","38","40","40","40","0.09","1.44","1.76","1.85","1.85","1.85","37","18644","39.36","45","143806","40","1.85","114211","2855.28","5","0.23","29595","45","143806","3195.688889","55","40","113017","11","48340","4394.545455","11","48340","4394.545455","25","67975","Week 3"
"46096GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_generic_catalyst-quality-su_040825","15/03/2026","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_generic_catalyst-quality-su_040825","Google","2009","54","2.69","261","12.99","81","19","23.46","4.031856645","1","2599","2599","20","53380","2669","25","26","26","26","0.05","1","1.24","1.29","1.29","1.29","25","5997","30.86","26","68674","26","1.29","68674","2641.31","0","0","","26","68674","2641.307692","53","26","53380","5","13795","2759","5","13795","2759","19","50781","Week 3"
"46095","14/03/2026","","","Organic","547","21","3.84","58","10.6","47","19","40.43","8.592321755","2","8473","4236.5","9","26266","2918.444444","15","16","16","16","0.37","1.65","2.74","2.93","2.93","2.93","15","16469","31.91","17","50108","16","2.93","44609","2788.06","1","0.18","5499","17","50108","2947.529412","30","16","31765","8","23442","2930.25","8","23442","2930.25","5","13995","Week 3"
"46095UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-2-010823","14/03/2026","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-2-010823","Google","2345","26","1.11","183","7.8","105","39","37.14","4.47761194","1","799","799","14","37186","2656.142857","28","31","31","31","0.04","0.6","1.19","1.32","1.32","1.32","31","3598","29.52","34","92866","31","1.32","84769","2734.48","3","0.13","8097","31","84469","2724.806452","67","31","37186","4","11196","2799","4","11196","2799","13","36387","Week 3"
"46095GA_UAC-TCPA_Android_Start-Trial_Best-Region_230226ga_aud-signal_android_generic_start-trial_230226","14/03/2026","GA_UAC-TCPA_Android_Start-Trial_Best-Region_230226","ga_aud-signal_android_generic_start-trial_230226","Google","1536","1","0.07","28","1.82","186","57","30.65","12.109375","1","2474","2474","8","19567","2445.875","19","23","23","23","0.07","0.52","1.24","1.5","1.5","1.5","23","9670","12.37","26","64150","23","1.5","57253","2489.26","3","0.2","6897","23","55753","2424.043478","154","23","19567","0","","","0","","","7","17093","Week 3"
"46095GA_UAC_Android_KYC-Catalyst-Quality-SU_Pan-India_101225ga_aud-signal_android_generic_catalyst-quality-su_101225","14/03/2026","GA_UAC_Android_KYC-Catalyst-Quality-SU_Pan-India_101225","ga_aud-signal_android_generic_catalyst-quality-su_101225","Google","2238","76","3.4","320","14.3","71","25","35.21","3.172475424","0","0","","13","37087","2852.846154","28","28","28","28","0","0.58","1.25","1.25","1.25","1.25","26","9596","36.62","32","134769","28","1.25","91372","3263.29","4","0.18","43397","32","134769","4211.53125","41","28","37087","8","29992","3749","8","29992","3749","12","33588","Week 3"
"46095GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_options_catalyst-quality-su_040825","14/03/2026","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_options_catalyst-quality-su_040825","Google","2226","61","2.74","326","14.65","72","20","27.78","3.234501348","2","4273","2136.5","15","38535","2569","23","24","24","24","0.09","0.67","1.03","1.08","1.08","1.08","23","10270","31.94","25","66525","24","1.08","63726","2655.25","1","0.04","2799","24","63726","2655.25","46","24","38535","6","15944","2657.333333","6","15944","2657.333333","12","30288","Week 3"
"46095GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_generic_catalyst-quality-su_040825","14/03/2026","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_generic_catalyst-quality-su_040825","Google","1945","76","3.91","281","14.45","75","12","16","3.856041131","2","4448","2224","17","45133","2654.882353","27","27","27","27","0.1","0.87","1.39","1.39","1.39","1.39","26","14070","34.67","28","74422","27","1.39","71623","2652.7","1","0.05","2799","28","74422","2657.928571","45","27","45133","7","18568","2652.571429","7","18568","2652.571429","14","34186","Week 3"
"46094GA_UAC-TCPA_Android_Start-Trial_Best-Region_230226ga_aud-signal_android_generic_start-trial_230226","13/03/2026","GA_UAC-TCPA_Android_Start-Trial_Best-Region_230226","ga_aud-signal_android_generic_start-trial_230226","Google","1983","0","0","28","1.41","327","108","33.03","16.49016642","0","0","","16","40784","2549","44","49","49","49","0","0.81","2.22","2.47","2.47","2.47","48","7396","14.68","49","130151","49","2.47","130151","2656.14","0","0","","49","130151","2656.142857","263","49","40784","0","","","0","","","15","38185","Week 3"
"46094GA_UAC_Android_KYC-Catalyst-Quality-SU_Pan-India_101225ga_aud-signal_android_generic_catalyst-quality-su_101225","13/03/2026","GA_UAC_Android_KYC-Catalyst-Quality-SU_Pan-India_101225","ga_aud-signal_android_generic_catalyst-quality-su_101225","Google","2295","80","3.49","319","13.9","75","18","24","3.267973856","2","7748","3874","22","62828","2855.818182","30","31","31","31","0.09","0.96","1.31","1.35","1.35","1.35","30","5997","40","33","102118","31","1.35","88019","2839.32","2","0.09","14099","33","102118","3094.484848","42","31","76927","8","33043","4130.375","8","33043","4130.375","19","53181","Week 3"
"46094GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_options_catalyst-quality-su_040825","13/03/2026","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_options_catalyst-quality-su_040825","Google","1958","97","4.95","342","17.47","74","20","27.03","3.779366701","0","0","","18","48582","2699","25","25","25","25","0","0.92","1.28","1.28","1.28","1.28","25","9396","33.78","28","78173","25","1.28","66175","2647","3","0.15","11998","28","78173","2791.892857","43","25","52282","7","20194","2884.857143","7","20194","2884.857143","16","41284","Week 3"
"46094GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_generic_catalyst-quality-su_040825","13/03/2026","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_generic_catalyst-quality-su_040825","Google","1938","68","3.51","361","18.63","56","12","21.43","2.889576883","0","0","","11","29889","2717.181818","13","15","15","15","0","0.57","0.67","0.77","0.77","0.77","15","7098","26.79","15","40686","15","0.77","40686","2712.4","0","0","","15","40686","2712.4","39","15","29889","3","8397","2799","3","8397","2799","11","29889","Week 3"
"46094200-Ad-Test_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_191125fb_mof_open_android_200-ads_pro-sub_191125_adset2","13/03/2026","200-Ad-Test_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_191125","fb_mof_open_android_200-ads_pro-sub_191125_adset2","Facebook","204","25","12.25","54","26.47","65","30","46.15","31.8627451","2","2573","1286.5","16","39334","2458.375","17","18","18","18","0.98","7.84","8.33","8.82","8.82","8.82","17","10170","26.15","21","67929","18","8.82","44932","2496.22","3","1.47","22997","21","67929","3234.714286","47","18","62331","11","38039","3458.090909","11","38039","3458.090909","10","26490","Week 3"
"46093","12/03/2026","","","Organic","862","27","3.13","77","8.93","72","35","48.61","8.352668213","1","10000","10000","17","56009","3294.647059","19","20","20","20","0.12","1.97","2.2","2.32","2.32","2.32","18","12721","25","22","72204","20","2.32","64406","3220.3","2","0.23","7798","22","72204","3282","48","20","57308","8","26494","3311.75","8","26494","3311.75","14","31686","Week 3"
"46093UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-2-010823","12/03/2026","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-2-010823","Google","5292","50","0.94","280","5.29","245","71","28.98","4.62962963","1","799","799","37","96363","2604.405405","57","66","66","66","0.02","0.7","1.08","1.25","1.25","1.25","66","8195","26.94","67","174333","66","1.25","171534","2599","1","0.02","2799","66","171534","2599","167","66","96363","5","12595","2519","5","12595","2519","36","95564","Week 3"
"46093GA_UAC-TROAS_Android_Catalyst-Quality-SU&Pro_Pan-India_141125ga_aud-signal_android_options_catalyst-quality-su&pro_141125","12/03/2026","GA_UAC-TROAS_Android_Catalyst-Quality-SU&Pro_Pan-India_141125","ga_aud-signal_android_options_catalyst-quality-su&pro_141125","Google","732","24","3.28","111","15.16","33","7","21.21","4.508196721","0","0","","13","41037","3156.692308","16","16","16","16","0","1.78","2.19","2.19","2.19","2.19","16","15846","48.48","16","47434","16","2.19","47434","2964.63","0","0","","16","47434","2964.625","19","16","41037","5","11995","2399","5","11995","2399","11","29289","Week 3"
"46093GA_UAC-TCPA_Android_Start-Trial_Best-Region_230226ga_aud-signal_android_options_start-trial_230226","12/03/2026","GA_UAC-TCPA_Android_Start-Trial_Best-Region_230226","ga_aud-signal_android_options_start-trial_230226","Google","681","3","0.44","8","1.17","118","40","33.9","17.32745962","0","0","","9","23191","2576.777778","21","21","21","21","0","1.32","3.08","3.08","3.08","3.08","21","3598","17.8","22","59578","21","3.08","56779","2703.76","1","0.15","2799","22","59578","2708.090909","95","21","23191","0","","","0","","","9","23191","Week 3"
"46093GA_UAC-TCPA_Android_Start-Trial_Best-Region_230226ga_aud-signal_android_generic_start-trial_230226","12/03/2026","GA_UAC-TCPA_Android_Start-Trial_Best-Region_230226","ga_aud-signal_android_generic_start-trial_230226","Google","1730","2","0.12","29","1.68","292","79","27.05","16.87861272","0","0","","21","54379","2589.47619","38","48","48","48","0","1.21","2.2","2.77","2.77","2.77","48","7396","16.44","51","133549","48","2.77","126052","2626.08","3","0.17","7497","50","130750","2615","229","48","54379","1","2799","2799","1","2799","2799","21","54379","Week 3"
"46093GA_UAC_Android_KYC-Catalyst-Quality-SU_Pan-India_101225ga_aud-signal_android_generic_catalyst-quality-su_101225","12/03/2026","GA_UAC_Android_KYC-Catalyst-Quality-SU_Pan-India_101225","ga_aud-signal_android_generic_catalyst-quality-su_101225","Google","3013","112","3.72","486","16.13","91","26","28.57","3.020245602","0","0","","21","56155","2674.047619","25","25","25","25","0","0.7","0.83","0.83","0.83","0.83","24","13869","26.37","27","97249","25","0.83","68251","2730.04","2","0.07","28998","27","97249","3601.814815","64","25","85153","16","69360","4335","16","69360","4335","17","47583","Week 3"
"46093GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_options_catalyst-quality-su_040825","12/03/2026","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_options_catalyst-quality-su_040825","Google","2642","83","3.14","402","15.22","104","26","25","3.936411809","1","1974","1974","29","75846","2615.37931","38","38","38","38","0.04","1.1","1.44","1.44","1.44","1.44","37","4098","35.58","39","102336","38","1.44","99537","2619.39","1","0.04","2799","39","102336","2624","60","38","75846","12","25464","2122","12","25464","2122","28","73872","Week 3"
"46093GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_generic_catalyst-quality-su_040825","12/03/2026","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_generic_catalyst-quality-su_040825","Google","1892","61","3.22","252","13.32","62","11","17.74","3.276955603","0","0","","22","57178","2599","27","32","32","32","0","1.16","1.43","1.69","1.69","1.69","32","6296","51.61","32","83168","32","1.69","83168","2599","0","0","","32","83168","2599","30","32","57178","4","11196","2799","4","11196","2799","22","57178","Week 3"
"46093200-Ad-Test_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_191125fb_mof_open_android_200-ads_pro-sub_191125_adset2","12/03/2026","200-Ad-Test_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_191125","fb_mof_open_android_200-ads_pro-sub_191125_adset2","Facebook","252","25","9.92","80","31.75","70","35","50","27.77777778","5","13220","2644","17","38533","2266.647059","20","21","21","21","1.98","6.75","7.94","8.33","8.33","8.33","17","21592","24.29","23","62927","21","8.33","47929","2282.33","2","0.79","14998","23","62927","2735.956522","52","21","42532","15","43235","2882.333333","15","43235","2882.333333","7","14193","Week 3"
"46092UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-2-010823","11/03/2026","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-2-010823","Google","1153","13","1.13","99","8.59","87","31","35.63","7.545533391","1","4974","4974","13","38637","2972.076923","19","22","22","22","0.09","1.13","1.65","1.91","1.91","1.91","21","9871","24.14","24","65876","22","1.91","60328","2742.18","2","0.17","5548","23","64577","2807.695652","59","22","44185","1","2799","2799","1","2799","2799","11","30789","Week 3"
"46092GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_generic_pro-sub_020925","11/03/2026","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_generic_pro-sub_020925","Google","570","8","1.4","41","7.19","68","25","36.76","11.92982456","1","4499","4499","7","19793","2827.571429","13","15","15","15","0.18","1.23","2.28","2.63","2.63","2.63","15","9997","22.06","17","40859","15","2.63","36286","2419.07","2","0.35","4573","17","40859","2403.470588","47","15","22592","3","7572","2524","3","7572","2524","7","18093","Week 3"
"46092GA_UAC-TCPA_Android_Start-Trial_Best-Region_230226ga_aud-signal_android_options_start-trial_230226","11/03/2026","GA_UAC-TCPA_Android_Start-Trial_Best-Region_230226","ga_aud-signal_android_options_start-trial_230226","Google","776","0","0","15","1.93","112","30","26.79","14.43298969","1","2599","2599","11","29089","2644.454545","20","23","23","23","0.13","1.42","2.58","2.96","2.96","2.96","23","6697","20.54","24","63976","23","2.96","61177","2659.87","1","0.13","2799","24","63976","2665.666667","86","23","31888","0","","","0","","","11","29289","Week 3"
"46092GA_UAC-TCPA_Android_Start-Trial_Best-Region_230226ga_aud-signal_android_generic_start-trial_230226","11/03/2026","GA_UAC-TCPA_Android_Start-Trial_Best-Region_230226","ga_aud-signal_android_generic_start-trial_230226","Google","1855","3","0.16","40","2.16","269","83","30.86","14.50134771","0","0","","22","53278","2421.727273","45","48","48","48","0","1.19","2.43","2.59","2.59","2.59","48","8096","17.84","51","122450","48","2.59","117053","2438.6","3","0.16","5397","51","122450","2400.980392","212","48","56077","1","2799","2799","1","2799","2799","23","56077","Week 3"
"46092GA_UAC_Android_KYC-Catalyst-Quality-SU_Pan-India_101225ga_aud-signal_android_generic_catalyst-quality-su_101225","11/03/2026","GA_UAC_Android_KYC-Catalyst-Quality-SU_Pan-India_101225","ga_aud-signal_android_generic_catalyst-quality-su_101225","Google","2733","63","2.31","351","12.84","96","18","18.75","3.512623491","1","1799","1799","28","74372","2656.142857","38","41","41","41","0.04","1.02","1.39","1.5","1.5","1.5","39","10345","40.63","44","119156","41","1.5","110759","2701.44","3","0.11","8397","43","116357","2705.976744","55","41","77171","6","12069","2011.5","6","12069","2011.5","25","67075","Week 3"
"46092GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_options_catalyst-quality-su_040825","11/03/2026","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_options_catalyst-quality-su_040825","Google","2628","123","4.68","413","15.72","83","19","22.89","3.158295282","3","7822","2607.333333","25","66800","2672","33","36","36","36","0.11","0.95","1.26","1.37","1.37","1.37","35","16443","42.17","38","106387","36","1.37","97589","2710.81","2","0.08","8798","38","106387","2799.657895","47","36","72799","15","39511","2634.066667","15","39511","2634.066667","21","54479","Week 3"
